Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Brush application (product.metafields.shopify.brush-application),Chair features (product.metafields.shopify.chair-features),Color (product.metafields.shopify.color-pattern),Dispenser type (product.metafields.shopify.dispenser-type),Handle material (product.metafields.shopify.handle-material),Paint type (product.metafields.shopify.paint-type),Seat type (product.metafields.shopify.seat-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
Karinne Over Alibaba sized,,,,,,,,,Large,,,,,,,,,199059.4646,shopify,deny,manual,1378.95,1585,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_32.png?v=1745165662,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Over Alibaba sized,,,,,,,,,,,,,,,,,,199439.5779,shopify,deny,manual,1381.56,1588,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_33.png?v=1745165673,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
A Alibaba delaide,A Alibaba delaide,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,199819.6913,shopify,deny,manual,1384.17,1591,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_34.png?v=1745165674,524,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
A Alibaba delaide,,,,,,,,,Medium,,,,,,,,,200199.8047,shopify,deny,manual,1386.78,1594,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_35.png?v=1745165670,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
A Alibaba delaide,,,,,,,,,Large,,,,,,,,,200579.918,shopify,deny,manual,1389.39,1597,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_36.png?v=1745165674,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexst Alibaba eel Adrian Leather Power,Flexst Alibaba eel Adrian Leather Power,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,200960.0314,shopify,deny,manual,1392,1600,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_37.png?v=1745165670,527,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Flexst Alibaba eel Adrian Leather Power,,,,,,,,,Medium,,,,,,,,,201340.1447,shopify,deny,manual,1394.61,1603,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_38.png?v=1745165673,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexst Alibaba eel Adrian Leather Power,,,,,,,,,Large,,,,,,,,,201720.2581,shopify,deny,manual,1397.22,1606,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_39.png?v=1745165667,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
De Alibaba nver Power,De Alibaba nver Power,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,202100.3715,shopify,deny,manual,1399.83,1609,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_4.png?v=1745165663,530,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC917,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
De Alibaba nver Power,,,,,,,,,Medium,,,,,,,,,202480.4848,shopify,deny,manual,1402.44,1612,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_40.png?v=1745165673,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vent Alibaba ure Manual,Vent Alibaba ure Manual,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,202860.5982,shopify,deny,manual,1405.05,1615,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_41.png?v=1745165667,532,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC918,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Vent Alibaba ure Manual,,,,,,,,,Medium,,,,,,,,,203240.7115,shopify,deny,manual,1407.66,1618,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_42.png?v=1745165673,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vent Alibaba ure Manual,,,,,,,,,Large,,,,,,,,,203620.8249,shopify,deny,manual,1410.27,1621,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_43.png?v=1745165672,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawre Alibaba nce Power Reclining,Lawre Alibaba nce Power Reclining,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,204000.9383,shopify,deny,manual,1412.88,1624,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_44.png?v=1745165673,535,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC919,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lawre Alibaba nce Power Reclining,,,,,,,,,Medium,,,,,,,,,204381.0516,shopify,deny,manual,1415.49,1627,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_45.png?v=1745165670,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawre Alibaba nce Power Reclining,,,,,,,,,Large,,,,,,,,,204761.165,shopify,deny,manual,1418.1,1630,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_46.png?v=1745165659,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawre Alibaba nce Power Reclining,,,,,,,,,,,,,,,,,,205141.2783,shopify,deny,manual,1420.71,1633,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_47.png?v=1745165672,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Qu Alibaba een Memory Foam Sleeper,Sarabella Qu Alibaba een Memory Foam Sleeper,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,205521.3917,shopify,deny,manual,1423.32,1636,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_48.png?v=1745165672,539,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC920,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Sarabella Qu Alibaba een Memory Foam Sleeper,,,,,,,,,Medium,,,,,,,,,205901.5051,shopify,deny,manual,1425.93,1639,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_49.png?v=1745165673,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Sarabella Qu Alibaba een Memory Foam Sleeper,,,,,,,,,Large,,,,,,,,,206281.6184,shopify,deny,manual,1428.54,1642,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_5.png?v=1745165663,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Rec Alibaba lining,Tulen Rec Alibaba lining,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,206661.7318,shopify,deny,manual,1431.15,1645,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_50.png?v=1745165672,542,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC921,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Tulen Rec Alibaba lining,,,,,,,,,Medium,,,,,,,,,207041.8451,shopify,deny,manual,1433.76,1648,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_51.png?v=1745165670,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Tulen Rec Alibaba lining,,,,,,,,,Large,,,,,,,,,207421.9585,shopify,deny,manual,1436.37,1651,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_52.png?v=1745165673,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Solana Po Alibaba wer Reclining,Solana Po Alibaba wer Reclining,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,207802.0719,shopify,deny,manual,1438.98,1654,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_53.png?v=1745165673,545,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC922,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mitchiner Alibaba Reclining,Mitchiner Alibaba Reclining,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,208182.1852,shopify,deny,manual,1441.59,1657,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_54.png?v=1745165668,546,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Wicker,Darcy Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,208562.2986,shopify,deny,manual,1444.2,1660,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_55.png?v=1745165670,547,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC910,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Darcy Wicker,,,,,,,,,Medium,,,,,,,,,208942.4119,shopify,deny,manual,1446.81,1663,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_56.png?v=1745165673,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Darcy Wicker,,,,,,,,,Large,,,,,,,,,209322.5253,shopify,deny,manual,1449.42,1666,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_57.png?v=1745165664,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Wicker,Vail Fur Swivel Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,209702.6387,shopify,deny,manual,1452.03,1669,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_58.png?v=1745165672,550,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC911,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Vail Fur Swivel Wicker,,,,,,,,,Medium,,,,,,,,,210082.752,shopify,deny,manual,1454.64,1672,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_59.png?v=1745165674,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Vail Fur Swivel Wicker,,,,,,,,,Large,,,,,,,,,210462.8654,shopify,deny,manual,1457.25,1675,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_6.png?v=1745165670,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Wicker,Lindyn Oversized Swivel Accent Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,210842.9787,shopify,deny,manual,1459.86,1678,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_60.png?v=1745165664,553,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC912,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lindyn Oversized Swivel Accent Wicker,,,,,,,,,Medium,,,,,,,,,211223.0921,shopify,deny,manual,1462.47,1681,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_61.png?v=1745165668,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lindyn Oversized Swivel Accent Wicker,,,,,,,,,Large,,,,,,,,,211603.2055,shopify,deny,manual,1465.08,1684,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_62.png?v=1745165673,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Wicker,Mahoney Chaise Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,211983.3188,shopify,deny,manual,1467.69,1687,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_63.png?v=1745165664,556,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC913,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Mahoney Chaise Wicker,,,,,,,,,Medium,,,,,,,,,212363.4322,shopify,deny,manual,1470.3,1690,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_64.png?v=1745165671,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Mahoney Chaise Wicker,,,,,,,,,Large,,,,,,,,,212743.5455,shopify,deny,manual,1472.91,1693,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_65.png?v=1745165673,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Wicker,Karinne Oversized Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Amish Village,Uncategorized,,,TRUE,Size,Small,,,,,,,,,213123.6589,shopify,deny,manual,1475.52,1696,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_66.png?v=1745165673,559,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC914,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Karinne Oversized Wicker,,,,,,,,,Medium,,,,,,,,,213503.7723,shopify,deny,manual,1478.13,1699,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_67.png?v=1745165673,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Wicker,,,,,,,,,Large,,,,,,,,,213883.8856,shopify,deny,manual,1480.74,1702,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_68.png?v=1745165673,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Karinne Oversized Wicker,,,,,,,,,,,,,,,,,,214263.999,shopify,deny,manual,1483.35,1705,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_69.png?v=1745165673,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Wicker,Adelaide Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,214644.1123,shopify,deny,manual,1485.96,1708,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_7.png?v=1745165659,563,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC915,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Adelaide Wicker,,,,,,,,,Medium,,,,,,,,,215024.2257,shopify,deny,manual,1488.57,1711,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_70.png?v=1745165671,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Adelaide Wicker,,,,,,,,,Large,,,,,,,,,215404.3391,shopify,deny,manual,1491.18,1714,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_71.png?v=1745165669,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Wicker,Flexsteel Adrian Leather Power Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,215784.4524,shopify,deny,manual,1493.79,1717,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_72.png?v=1745165673,566,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC916,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Flexsteel Adrian Leather Power Wicker,,,,,,,,,Medium,,,,,,,,,216164.5658,shopify,deny,manual,1496.4,1720,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_73.png?v=1745165673,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Flexsteel Adrian Leather Power Wicker,,,,,,,,,Large,,,,,,,,,216544.6791,shopify,deny,manual,1499.01,1723,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_74.png?v=1745165665,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Denver Power Wicker,Denver Power Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,216924.7925,shopify,deny,manual,1501.62,1726,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_75.png?v=1745165673,569,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC917,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Denver Power Wicker,,,,,,,,,Medium,,,,,,,,,217304.9059,shopify,deny,manual,1504.23,1729,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_76.png?v=1745165669,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Wicker,Venture Manual Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,217685.0192,shopify,deny,manual,1506.84,1732,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_77.png?v=1745165669,571,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC918,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Venture Manual Wicker,,,,,,,,,Medium,,,,,,,,,218065.1326,shopify,deny,manual,1509.45,1735,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_78.png?v=1745165673,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Venture Manual Wicker,,,,,,,,,Large,,,,,,,,,218445.246,shopify,deny,manual,1512.06,1738,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_79.png?v=1745165669,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Wicker,Lawrence Power Reclining Wicker,<p>Need a simple style refresh? Liven up your living room essentials with this sofa. A chunky silhouette holds invitingly ample cushioning you���������ll long to lounge in. Crosshatched upholstery and accent pillows give the otherwise casual design a delightful visual texture that's perfect for settings from clas,Flexsteel,Uncategorized,,,TRUE,Size,Small,,,,,,,,,218825.3593,shopify,deny,manual,1514.67,1741,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_8.png?v=1745165665,574,,FALSE,Our awesome T-shirt in 70 characters or less.,A great description of your products in 320 characters or less,Apparel & Accessories > Clothing,Unisex,Adult,7X8ABC919,used,FALSE,,,,,,,,,,,,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
Lawrence Power Reclining Wicker,,,,,,,,,Medium,,,,,,,,,219205.4727,shopify,deny,manual,1517.28,1744,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_80.png?v=1745165671,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Wicker,,,,,,,,,Large,,,,,,,,,219585.586,shopify,deny,manual,1519.89,1747,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/office-chair-de_9.png?v=1745165660,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
Lawrence Power Reclining Wicker,,,,,,,,,,,,,,,,,,219965.6994,shopify,deny,manual,1522.5,1750,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0743/8257/3784/files/sofas_1.png?v=1745165690,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,
